use_no, field_name, old_value, new_value, error_id
4437815, ACRE_PLANTED, 24, 40, 357745
4437816, ACRE_PLANTED, 24, 91, 357746
4437817, ACRE_PLANTED, 24, 91, 357747
4437818, ACRE_PLANTED, 24, 91, 357748
4437819, ACRE_PLANTED, 24, 91, 357749
4437820, ACRE_PLANTED, 24, 91, 357750
4437821, ACRE_PLANTED, 24, 91, 357751
4437822, ACRE_PLANTED, 24, 150, 357752
4437823, ACRE_PLANTED, 24, 150, 357753
4437824, ACRE_PLANTED, 24, 150, 357754
4437825, ACRE_PLANTED, 24, 150, 357755
4437826, ACRE_PLANTED, 24, 150, 357756
4437827, ACRE_PLANTED, 24, 150, 357757
4437828, ACRE_PLANTED, 24, 42, 357758
4437829, ACRE_PLANTED, 24, 42, 357759
4437830, ACRE_PLANTED, 24, 42, 357760
4437831, ACRE_PLANTED, 24, 42, 357761
4437832, ACRE_PLANTED, 24, 42, 357762
4437833, ACRE_PLANTED, 24, 42, 357763
4302697, ACRE_TREATED, .01, .18, 296899
4302711, ACRE_TREATED, .02, .36, 296901
4302524, ACRE_TREATED, .01, 2.66, 296893
3425873, LBS_PRD_USED, .0129, .0129, 236603
3425873, AMT_PRD_USED, 101.514, .171, 236603
2995639, LBS_PRD_USED, 4.9748, 4.9748, 219281
2995639, AMT_PRD_USED, 172.8, 62.9999, 219281
1514777, ACRE_PLANTED, 850, 646.69, 109231
3249443, ACRE_TREATED, .05, 1.75, 228707
3249560, LBS_PRD_USED, .7634, .7634, 228710
3249560, AMT_PRD_USED, 5, .7634, 228710
4380395, ACRE_PLANTED, 53000, 642.47, 334478
4380396, ACRE_PLANTED, 53000, 642.47, 334479
4380397, ACRE_PLANTED, 53000, 642.47, 334480
2834657, LBS_PRD_USED, 2.1585, 2.1585, 213390
2834657, AMT_PRD_USED, 2, .2347, 213390
2835614, LBS_PRD_USED, .1344, .1344, 213421
2835614, AMT_PRD_USED, 20, .0147, 213421
2835615, LBS_PRD_USED, .6594, .6594, 213423
2835615, AMT_PRD_USED, 70, .0603, 213423
2340999, LBS_PRD_USED, .1056, .1056, 180264
2340999, AMT_PRD_USED, 8, 1.6232, 180264
2341002, LBS_PRD_USED, .4225, .4225, 180265
2341002, AMT_PRD_USED, 32, 6.4926, 180265
2341123, LBS_PRD_USED, .1056, .1056, 180266
2341123, AMT_PRD_USED, 8, 1.6232, 180266
2341126, LBS_PRD_USED, .4225, .4225, 180267
2341126, AMT_PRD_USED, 32, 6.4926, 180267
1222291, SITE_CODE, 999990, -1, 70086
1222292, SITE_CODE, 999990, -1, 70087
4373768, LBS_PRD_USED, .0008, .0008, 331454
4373768, AMT_PRD_USED, 8, .011, 331454
4373769, LBS_PRD_USED, .0008, .0008, 331455
4373769, AMT_PRD_USED, 8, .011, 331455
4373777, LBS_PRD_USED, .0008, .0008, 331456
4373777, AMT_PRD_USED, 8, .011, 331456
4373778, LBS_PRD_USED, .0008, .0008, 331457
4373778, AMT_PRD_USED, 8, .011, 331457
4373780, LBS_PRD_USED, .0008, .0008, 331458
4373780, AMT_PRD_USED, 8, .011, 331458
4373781, LBS_PRD_USED, .0008, .0008, 331459
4373781, AMT_PRD_USED, 8, .011, 331459
1869082, ACRE_PLANTED, 5, 6, 149588
1869083, ACRE_PLANTED, 5, 6, 149589
1869084, ACRE_PLANTED, 5, 6, 149590
4040829, ACRE_TREATED, .29, 11.23, 259871
4040864, ACRE_TREATED, .67, 5.16, 259872
4373890, LBS_PRD_USED, .0008, .0008, 331518
4373890, AMT_PRD_USED, 8, .011, 331518
4373891, LBS_PRD_USED, .0008, .0008, 331519
4373891, AMT_PRD_USED, 8, .011, 331519
4373909, LBS_PRD_USED, .0008, .0008, 331525
4373909, AMT_PRD_USED, 5, .011, 331525
4373910, LBS_PRD_USED, .0008, .0008, 331526
4373910, AMT_PRD_USED, 5, .011, 331526
4335812, ACRE_PLANTED, 92, 94, 299317
4335813, ACRE_PLANTED, 40.8, 53.2, 299318
4335814, ACRE_PLANTED, 40.8, 53.2, 299319
4335815, ACRE_PLANTED, 40.8, 53.2, 299320
4335822, ACRE_PLANTED, 41, 44, 299327
4335823, ACRE_PLANTED, 41, 44, 299328
4335824, ACRE_PLANTED, 35, 38, 299329
4335825, ACRE_PLANTED, 35, 38, 299330
4335826, ACRE_PLANTED, 17.2, 47.17, 299331
4335827, ACRE_PLANTED, 17.2, 47.17, 299332
711152, LBS_PRD_USED, 7.0947, 7.0947, 47969
711152, AMT_PRD_USED, 1.6, .7019, 47969
705544, ACRE_PLANTED, 40, 41.11, 47912
705545, ACRE_PLANTED, 40, 41.11, 47913
705573, ACRE_PLANTED, 192, 195.71, 47914
705574, ACRE_PLANTED, 192, 195.71, 47915
704202, ACRE_PLANTED, 33, 35.3, 47899
704203, ACRE_PLANTED, 33, 35.3, 47900
704222, ACRE_PLANTED, 13, 13.22, 47901
704223, ACRE_PLANTED, 13, 13.22, 47902
704596, ACRE_PLANTED, 13, 13.22, 47904
3346058, LBS_PRD_USED, .0033, .0033, 230647
3346058, AMT_PRD_USED, 66, .0521, 230647
2741351, LBS_PRD_USED, 342.5714, 342.5714, 212171
2741351, AMT_PRD_USED, 3250, 35, 212171
4335831, ACRE_PLANTED, 34, 36, 299335
4335841, ACRE_PLANTED, 36, 37, 299339
4335842, ACRE_PLANTED, 36, 37, 299340
4335843, ACRE_PLANTED, 36, 37, 299341
2341171, ACRE_PLANTED, 18, 20, 180299
2341196, ACRE_PLANTED, 18, 51, 180322
4335849, ACRE_PLANTED, 57.8, 62.71, 299344
4335850, ACRE_PLANTED, 57.8, 62.71, 299345
4335851, ACRE_PLANTED, 57.8, 62.71, 299346
4335852, ACRE_PLANTED, 23.6, 25.67, 299347
4335853, ACRE_PLANTED, 23.6, 25.67, 299348
4335854, ACRE_PLANTED, 23.6, 25.67, 299349
4335855, ACRE_PLANTED, 33.4, 38.08, 299350
4335856, ACRE_PLANTED, 33.4, 38.08, 299351
4335857, ACRE_PLANTED, 33.4, 38.08, 299352
4335858, ACRE_PLANTED, 32.9, 38.98, 299353
4335859, ACRE_PLANTED, 32.9, 38.98, 299354
4335860, ACRE_PLANTED, 32.9, 38.98, 299355
4335861, ACRE_PLANTED, 31.5, 37.15, 299356
4335862, ACRE_PLANTED, 31.5, 37.15, 299357
4335863, ACRE_PLANTED, 31.5, 37.15, 299358
4335864, ACRE_PLANTED, 66.2, 80.52, 299359
4335865, ACRE_PLANTED, 80.8, 80.9, 299360
4335866, ACRE_PLANTED, 80.8, 80.9, 299361
4335867, ACRE_PLANTED, 80.8, 80.9, 299362
4335868, ACRE_PLANTED, 18, 56, 299363
4335869, ACRE_PLANTED, 18, 56, 299364
4335870, ACRE_PLANTED, 30, 40, 299365
4335871, ACRE_PLANTED, 30, 40, 299366
4335872, ACRE_PLANTED, 180, 220, 299367
4335873, ACRE_PLANTED, 180, 220, 299368
4335874, ACRE_PLANTED, 7, 25, 299369
4335875, ACRE_PLANTED, 36, 38.3, 299370
4335882, ACRE_PLANTED, 4.5, 8, 299371
4335883, ACRE_PLANTED, 7, 25, 299372
4335884, ACRE_PLANTED, 55, 68, 299373
4335885, ACRE_PLANTED, 55, 68, 299374
4335887, ACRE_PLANTED, 53, 54, 299376
4335888, ACRE_PLANTED, 10, 12, 299377
4335889, ACRE_PLANTED, 10, 12, 299378
4335890, ACRE_PLANTED, 204, 215, 299379
4335891, ACRE_PLANTED, 204, 215, 299380
4335892, ACRE_PLANTED, 17.2, 47.17, 299381
4335893, ACRE_PLANTED, 73, 74, 299382
4335894, ACRE_PLANTED, 73, 74, 299383
4335895, ACRE_PLANTED, 62, 63, 299384
4335896, ACRE_PLANTED, 62, 63, 299385
4335897, ACRE_PLANTED, 92, 94, 299386
4335898, ACRE_PLANTED, 92, 94, 299387
4335902, ACRE_PLANTED, 18, 20, 299389
4335921, ACRE_PLANTED, 35, 40, 299408
4335922, ACRE_PLANTED, 30, 38.8, 299409
4335923, ACRE_PLANTED, 30, 38.8, 299410
4335903, ACRE_PLANTED, 18, 20, 299390
4335904, ACRE_PLANTED, 5, 7, 299391
4335905, ACRE_PLANTED, 5, 7, 299392
4335906, ACRE_PLANTED, 5, 7, 299393
4335907, ACRE_PLANTED, 50.4, 51.77, 299394
4335908, ACRE_PLANTED, 50.4, 51.77, 299395
4335909, ACRE_PLANTED, 50.4, 51.77, 299396
4335910, ACRE_PLANTED, 50.4, 51.77, 299397
4335886, ACRE_PLANTED, 53, 54, 299375
4335911, ACRE_PLANTED, 35, 37.15, 299398
4335912, ACRE_PLANTED, 35, 37.15, 299399
4335913, ACRE_PLANTED, 27.3, 28.61, 299400
4335914, ACRE_PLANTED, 27.3, 28.61, 299401
4335915, ACRE_PLANTED, 27.3, 28.61, 299402
4335916, ACRE_PLANTED, 36.7, 75, 299403
4335917, ACRE_PLANTED, 36.7, 75, 299404
4335918, ACRE_PLANTED, 36.7, 75, 299405
4335919, ACRE_PLANTED, 35, 40, 299406
4335920, ACRE_PLANTED, 35, 40, 299407
4335924, ACRE_PLANTED, 34, 36, 299411
4335925, ACRE_PLANTED, 34, 36, 299412
4335926, ACRE_PLANTED, 34, 36, 299413
4335927, ACRE_PLANTED, 18, 18.5, 299414
4335928, ACRE_PLANTED, 18, 18.5, 299415
4335929, ACRE_PLANTED, 18, 18.5, 299416
4335930, ACRE_PLANTED, 66.2, 80.52, 299417
4335931, ACRE_PLANTED, 66.2, 80.52, 299418
4335932, ACRE_PLANTED, 66.1, 77.22, 299419
4335933, ACRE_PLANTED, 66.1, 77.22, 299420
4335934, ACRE_PLANTED, 66.1, 77.22, 299421
4335935, ACRE_PLANTED, 66.1, 77.22, 299422
4335938, ACRE_PLANTED, 20, 23, 299424
4335939, ACRE_PLANTED, 20, 23, 299425
4335940, ACRE_PLANTED, 35, 38, 299426
4335941, ACRE_PLANTED, 35, 38, 299427
4335942, ACRE_PLANTED, 73, 74, 299428
4335943, ACRE_PLANTED, 73, 74, 299429
4335944, ACRE_PLANTED, 73, 74, 299430
4335945, ACRE_PLANTED, 92, 94, 299431
4335946, ACRE_PLANTED, 92, 94, 299432
4335947, ACRE_PLANTED, 92, 94, 299433
4335948, ACRE_PLANTED, 24.9, 27.89, 299434
4335949, ACRE_PLANTED, 24.9, 27.89, 299435
4335950, ACRE_PLANTED, 24.9, 27.89, 299436
4335951, ACRE_PLANTED, 24.9, 27.89, 299437
4335952, ACRE_PLANTED, 32, 36.87, 299438
4335953, ACRE_PLANTED, 32, 36.87, 299439
4335954, ACRE_PLANTED, 32, 36.87, 299440
4335955, ACRE_PLANTED, 32, 36.87, 299441
4335956, ACRE_PLANTED, 26.5, 28.57, 299442
4335957, ACRE_PLANTED, 26.5, 28.57, 299443
4335958, ACRE_PLANTED, 26.5, 28.57, 299444
4335959, ACRE_PLANTED, 26.5, 28.57, 299445
4335960, ACRE_PLANTED, 47, 51.83, 299446
4335961, ACRE_PLANTED, 47, 51.83, 299447
4335962, ACRE_PLANTED, 47, 51.83, 299448
4335963, ACRE_PLANTED, 47, 51.83, 299449
4335964, ACRE_PLANTED, 27.8, 30.72, 299450
4335965, ACRE_PLANTED, 27.8, 30.72, 299451
4335966, ACRE_PLANTED, 27.8, 30.72, 299452
4335969, ACRE_PLANTED, 33, 35, 299454
4335970, ACRE_PLANTED, 33, 35, 299455
4335971, ACRE_PLANTED, 33, 35, 299456
4366396, LBS_PRD_USED, .1315, .1315, 327603
4366396, AMT_PRD_USED, 15121.65, 59.6464, 327603
4366397, LBS_PRD_USED, .2129, .2129, 327604
4366397, AMT_PRD_USED, 24478.89, 96.5553, 327604
4366412, LBS_PRD_USED, .1444, .1444, 327617
4366412, AMT_PRD_USED, 16603.07, 65.4897, 327617
4366413, LBS_PRD_USED, .5755, .5755, 327618
4366413, AMT_PRD_USED, 66177.92, 261.0344, 327618
4366417, LBS_PRD_USED, .4221, .4221, 327622
4366417, AMT_PRD_USED, 48544.95, 191.4823, 327622
4366414, LBS_PRD_USED, .2107, .2107, 327619
4366414, AMT_PRD_USED, 24231.62, 95.58, 327619
4366415, LBS_PRD_USED, .0666, .0666, 327620
4366415, AMT_PRD_USED, 6112, 30.1922, 327620
4366416, LBS_PRD_USED, .2984, .2984, 327621
4366416, AMT_PRD_USED, 28727.68, 135.3556, 327621
3285400, ACRE_PLANTED, 18, 18.95, 229430
3286303, ACRE_PLANTED, 192, 195.71, 229431
4308992, LBS_PRD_USED, 2.7041, 2.7041, 297070
4308992, AMT_PRD_USED, 1.13, .2925, 297070
4308993, LBS_PRD_USED, 229.4459, 229.4459, 297071
4308993, AMT_PRD_USED, 108.6, 23.6434, 297071
4309019, LBS_PRD_USED, 102.3249, 102.3249, 297073
4309019, AMT_PRD_USED, 1792, 10.4865, 297073
4309022, LBS_PRD_USED, 263.1212, 263.1212, 297074
4309022, AMT_PRD_USED, 4608, 26.9653, 297074
4336020, ACRE_PLANTED, 35, 40, 299504
4336021, ACRE_PLANTED, 36.3, 36.8, 299505
4336022, ACRE_PLANTED, 36.3, 36.8, 299506
4336023, ACRE_PLANTED, 35.3, 37, 299507
4336024, ACRE_PLANTED, 35.3, 37, 299508
4336025, ACRE_PLANTED, 35.3, 37, 299509
4336026, ACRE_PLANTED, 36.3, 36.8, 299510
4336027, ACRE_PLANTED, 36.3, 36.8, 299511
4336028, ACRE_PLANTED, 36.3, 36.8, 299512
4336029, ACRE_PLANTED, 20, 23, 299513
4336030, ACRE_PLANTED, 20, 23, 299514
4336031, ACRE_PLANTED, 20, 23, 299515
4336032, ACRE_PLANTED, 20, 23, 299516
4336033, ACRE_PLANTED, 32.4, 35.41, 299517
4336034, ACRE_PLANTED, 32.4, 35.41, 299518
4336035, ACRE_PLANTED, 32.4, 35.41, 299519
4336036, ACRE_PLANTED, 32.4, 35.41, 299520
4336039, ACRE_PLANTED, 15, 22, 299522
4336040, ACRE_PLANTED, 15, 22, 299523
4336046, ACRE_PLANTED, 18, 18.38, 299526
4336047, ACRE_PLANTED, 69, 70, 299527
4336048, ACRE_PLANTED, 69, 70, 299528
4336049, ACRE_PLANTED, 69, 70, 299529
4336050, ACRE_PLANTED, 69, 70, 299530
4336051, ACRE_PLANTED, 73, 74, 299531
4336052, ACRE_PLANTED, 73, 74, 299532
1083403, SITE_CODE, 013001, -1, 65069
1083404, SITE_CODE, 013001, -1, 65070
4335999, ACRE_PLANTED, 22, 22.6, 299484
4336000, ACRE_PLANTED, 22, 22.6, 299485
4336001, ACRE_PLANTED, 22, 22.6, 299486
4336019, ACRE_PLANTED, 35, 40, 299503
4336005, ACRE_PLANTED, 27.8, 30.72, 299488
4336006, ACRE_PLANTED, 36.5, 42.59, 299489
4336007, ACRE_PLANTED, 36.5, 42.59, 299490
4336008, ACRE_PLANTED, 36.5, 42.59, 299491
4336009, ACRE_PLANTED, 36.5, 42.59, 299492
4336011, ACRE_PLANTED, 74, 81.43, 299495
4336013, ACRE_PLANTED, 54, 60, 299497
4336014, ACRE_PLANTED, 37, 40, 299498
4336015, ACRE_PLANTED, 36.7, 75, 299499
4336016, ACRE_PLANTED, 36.7, 75, 299500
4336017, ACRE_PLANTED, 36.7, 75, 299501
4336018, ACRE_PLANTED, 35, 40, 299502
4373788, LBS_PRD_USED, .0008, .0008, 331465
4373788, AMT_PRD_USED, 8, .011, 331465
4373789, LBS_PRD_USED, .0008, .0008, 331466
4373789, AMT_PRD_USED, 8, .011, 331466
711156, LBS_PRD_USED, 4.1457, 4.1457, 47970
711156, AMT_PRD_USED, .94, .4102, 47970
718232, ACRE_PLANTED, 111, 124, 48085
718233, ACRE_PLANTED, 16, 18, 48086
718250, ACRE_PLANTED, 111, 124, 48087
718251, ACRE_PLANTED, 16, 18, 48088
4335972, ACRE_PLANTED, 35, 37, 299457
4335973, ACRE_PLANTED, 34, 36, 299458
4335974, ACRE_PLANTED, 18, 20, 299459
4335975, ACRE_PLANTED, 19.1, 22.35, 299460
4335976, ACRE_PLANTED, 19.1, 22.35, 299461
4335977, ACRE_PLANTED, 19.1, 22.35, 299462
4335978, ACRE_PLANTED, 19.6, 23.04, 299463
4335979, ACRE_PLANTED, 19.6, 23.04, 299464
4335980, ACRE_PLANTED, 19.6, 23.04, 299465
4335981, ACRE_PLANTED, 31.8, 63.8, 299466
4335982, ACRE_PLANTED, 31.8, 63.8, 299467
4335983, ACRE_PLANTED, 31.8, 63.8, 299468
4335984, ACRE_PLANTED, 35.5, 42, 299469
4335998, ACRE_PLANTED, 30, 84, 299483
4335986, ACRE_PLANTED, 18, 20, 299471
4335987, ACRE_PLANTED, 18, 20, 299472
4335989, ACRE_PLANTED, 18, 18.38, 299474
4335990, ACRE_PLANTED, 50.4, 51.77, 299475
4335991, ACRE_PLANTED, 27.3, 27.5, 299476
4335992, ACRE_PLANTED, 8, 9, 299477
4335993, ACRE_PLANTED, 8, 9, 299478
4335995, ACRE_PLANTED, 30, 84, 299480
4335996, ACRE_PLANTED, 30, 84, 299481
4335997, ACRE_PLANTED, 30, 84, 299482
687786, UNIT_TREATED, S, A, 47631
990128, ACRE_PLANTED, 840, 634.56, 58349
990129, ACRE_PLANTED, 840, 634.56, 58350
990130, ACRE_PLANTED, 840, 634.56, 58351
990132, ACRE_PLANTED, 1438, 640.22, 58353
990133, ACRE_PLANTED, 1438, 640.22, 58354
990134, ACRE_PLANTED, 800, 640.22, 58355
990135, ACRE_PLANTED, 800, 640.22, 58356
990136, ACRE_PLANTED, 800, 640.22, 58357
990137, ACRE_PLANTED, 800, 640.22, 58358
2398326, SITE_CODE, 013001, -1, 181109
2398327, SITE_CODE, 013001, -1, 181110
2398328, SITE_CODE, 013001, -1, 181111
1038396, ACRE_PLANTED, 28, 38, 59775
990158, ACRE_PLANTED, 1438, 640.22, 58378
990159, ACRE_PLANTED, 1438, 640.22, 58379
990160, ACRE_PLANTED, 1438, 640.22, 58380
990161, ACRE_PLANTED, 1438, 640.22, 58381
1254608, LBS_PRD_USED, 40.7709, 40.7709, 74097
1254608, AMT_PRD_USED, 72, 4.4094, 74097
1770513, LBS_PRD_USED, .0008, .0008, 144453
1770513, AMT_PRD_USED, 8, .011, 144453
1770514, LBS_PRD_USED, .0008, .0008, 144454
1770514, AMT_PRD_USED, 8, .011, 144454
1770544, LBS_PRD_USED, .0008, .0008, 144456
1770544, AMT_PRD_USED, 8, .011, 144456
1770545, LBS_PRD_USED, .0008, .0008, 144457
1770545, AMT_PRD_USED, 8, .011, 144457
1222790, SITE_CODE, 015025, -1, 70097
1222791, SITE_CODE, 015025, -1, 70098
1222868, SITE_CODE, 015025, -1, 70099
1222869, SITE_CODE, 013001, -1, 70100
1222870, SITE_CODE, 013001, -1, 70101
1222956, ACRE_PLANTED, 3, 42.2, 70102
4336053, ACRE_PLANTED, 73, 74, 299533
4336054, ACRE_PLANTED, 73, 74, 299534
4336055, ACRE_PLANTED, 92, 94, 299535
4336056, ACRE_PLANTED, 92, 94, 299536
4336057, ACRE_PLANTED, 92, 94, 299537
4336058, ACRE_PLANTED, 92, 94, 299538
4336060, ACRE_PLANTED, 7, 36, 299540
4336061, ACRE_PLANTED, 9, 15, 299541
4336062, ACRE_PLANTED, 9, 15, 299542
4336063, ACRE_PLANTED, 36.7, 75, 299543
4336064, ACRE_PLANTED, 35, 40, 299544
4198615, ACRE_TREATED, .24, 6.35, 291807
4198627, LBS_PRD_USED, .0936, .0936, 291808
4198627, AMT_PRD_USED, 2.5, .0108, 291808
4198678, LBS_PRD_USED, .0465, .0465, 291809
4198678, AMT_PRD_USED, 32, .6983, 291809
4198679, LBS_PRD_USED, .0129, .0129, 291810
4198679, AMT_PRD_USED, 256, .1852, 291810
4198720, LBS_PRD_USED, .0175, .0175, 291811
4198720, AMT_PRD_USED, 96, .2628, 291811
4198733, LBS_PRD_USED, .0465, .0465, 291812
4198733, AMT_PRD_USED, 256, .7009, 291812
4198734, LBS_PRD_USED, .0129, .0129, 291813
4198734, AMT_PRD_USED, 32, .1852, 291813
4198739, LBS_PRD_USED, .0175, .0175, 291814
4198739, AMT_PRD_USED, 96, .2628, 291814
4198740, LBS_PRD_USED, .0049, .0049, 291815
4198740, AMT_PRD_USED, 12, .0695, 291815
1623356, LBS_PRD_USED, .0024, .0024, 136943
1623356, AMT_PRD_USED, 6, .0386, 136943
1623357, LBS_PRD_USED, .0048, .0048, 136944
1623357, AMT_PRD_USED, 6, .0771, 136944
1623360, LBS_PRD_USED, .0048, .0048, 136945
1623360, AMT_PRD_USED, 6, .0771, 136945
1861495, LBS_PRD_USED, 3.5929, 3.5929, 149465
1861495, AMT_PRD_USED, .65, .3555, 149465
1861498, LBS_PRD_USED, 10.0879, 10.0879, 149466
1861498, AMT_PRD_USED, 1.83, .998, 149466
1861539, LBS_PRD_USED, 4.1457, 4.1457, 149467
1861539, AMT_PRD_USED, .75, .4102, 149467
1861542, LBS_PRD_USED, 1.9347, 1.9347, 149468
1861542, AMT_PRD_USED, .35, .1914, 149468
4322082, LBS_PRD_USED, .0022, .0022, 297773
4322082, AMT_PRD_USED, 15, .0312, 297773
118941, LBS_PRD_USED, 13.6872, 13.6872, 8161
118941, AMT_PRD_USED, 960, 179.5457, 8161
4195738, LBS_PRD_USED, .1282, .1282, 291403
4195738, AMT_PRD_USED, 6, 1.8364, 291403
4195837, LBS_PRD_USED, .1134, .1134, 291410
4195837, AMT_PRD_USED, 240, 1.4972, 291410
4195839, LBS_PRD_USED, .0175, .0175, 291411
4195839, AMT_PRD_USED, 96, .2628, 291411
4195844, LBS_PRD_USED, .0233, .0233, 291412
4195844, AMT_PRD_USED, 128, .3492, 291412
4195850, LBS_PRD_USED, .0175, .0175, 291413
4195850, AMT_PRD_USED, 12, .2628, 291413
4195851, LBS_PRD_USED, .0049, .0049, 291414
4195851, AMT_PRD_USED, 96, .0695, 291414
4195877, AMT_PRD_USED, 64, .1752, 291415
4195877, LBS_PRD_USED, .0116, .0116, 291415
4195878, LBS_PRD_USED, .0032, .0032, 291416
4195878, AMT_PRD_USED, 16, .0463, 291416
4195917, LBS_PRD_USED, 1.3491, 1.3491, 291417
4195917, AMT_PRD_USED, 1.25, .1467, 291417
4195920, LBS_PRD_USED, 1.3491, 1.3491, 291418
4195920, AMT_PRD_USED, 1.25, .1467, 291418
4195975, LBS_PRD_USED, .004, .004, 291419
4195975, AMT_PRD_USED, 10, .0579, 291419
4196132, LBS_PRD_USED, .0639, .0639, 291426
4196132, AMT_PRD_USED, 6, .8799, 291426
4255066, LBS_PRD_USED, .9121, .9121, 293557
4255066, AMT_PRD_USED, 2706.192, .1049, 293557
4250135, SITE_CODE, 065019, -1, 293442
4250136, SITE_CODE, 065019, -1, 293443
4256442, LBS_PRD_USED, .25, .25, 293581
4256442, AMT_PRD_USED, 58, .25, 293581
4198900, LBS_PRD_USED, .0126, .0126, 291819
4198900, AMT_PRD_USED, 6, .202, 291819
4198903, LBS_PRD_USED, .0126, .0126, 291820
4198903, AMT_PRD_USED, 6, .202, 291820
4198906, LBS_PRD_USED, .1157, .1157, 291822
4198906, AMT_PRD_USED, 6, 1.6565, 291822
4198910, LBS_PRD_USED, .0518, .0518, 291823
4198910, AMT_PRD_USED, 12, .8283, 291823
4198911, LBS_PRD_USED, .1157, .1157, 291824
4198911, AMT_PRD_USED, 12, 1.6567, 291824
4198933, LBS_PRD_USED, .1157, .1157, 291826
4198933, AMT_PRD_USED, 24, 1.6566, 291826
4195489, LBS_PRD_USED, 1.3491, 1.3491, 291395
4195489, AMT_PRD_USED, 1.25, .1467, 291395
4195497, LBS_PRD_USED, 2.0236, 2.0236, 291396
4195497, AMT_PRD_USED, 1.88, .22, 291396
4195500, LBS_PRD_USED, 1.1737, 1.1737, 291397
4195500, AMT_PRD_USED, 1.09, .1276, 291397
4192683, ACRE_TREATED, .04, 1.02, 290928
4196180, LBS_PRD_USED, .0384, .0384, 291428
4196180, AMT_PRD_USED, 2.1, .6143, 291428
4196182, LBS_PRD_USED, .0177, .0177, 291429
4196182, AMT_PRD_USED, 2.1, .2827, 291429
773865, UNIT_TREATED, A, U, 50449
706130, LBS_PRD_USED, 7.6435, 7.6435, 47918
706130, AMT_PRD_USED, 217.6, .89, 47918
4248028, SITE_CODE, 065019, -1, 293391
4192875, LBS_PRD_USED, .0018, .0018, 290960
4192875, AMT_PRD_USED, 8, .0291, 290960
4192886, LBS_PRD_USED, .0756, .0756, 290961
4192886, AMT_PRD_USED, 160, .9981, 290961
4192888, LBS_PRD_USED, .0227, .0227, 290962
4192888, AMT_PRD_USED, 48, .2994, 290962
4192890, LBS_PRD_USED, .0302, .0302, 290963
4192890, AMT_PRD_USED, 64, .3993, 290963
4192892, LBS_PRD_USED, .0818, .0818, 290964
4192892, AMT_PRD_USED, 48, .0096, 290964
4192901, LBS_PRD_USED, .0605, .0605, 290965
4192901, AMT_PRD_USED, 128, .7985, 290965
4192905, LBS_PRD_USED, .0378, .0378, 290966
4192905, AMT_PRD_USED, 80, .4991, 290966
4192909, LBS_PRD_USED, .0681, .0681, 290967
4192909, AMT_PRD_USED, 288, .8983, 290967
4248386, SITE_CODE, 065019, -1, 293401
4252122, LBS_PRD_USED, .9121, .9121, 293487
4252122, AMT_PRD_USED, 2409.863, .1049, 293487
4195319, LBS_PRD_USED, 1.484, 1.484, 291378
4195319, AMT_PRD_USED, .69, .1613, 291378
4195347, LBS_PRD_USED, .0564, .0564, 291380
4195347, AMT_PRD_USED, 450, 23.8573, 291380
4195399, LBS_PRD_USED, .0145, .0145, 291384
4195399, AMT_PRD_USED, 80, .219, 291384
1625141, LBS_PRD_USED, .3383, .3383, 136967
1625141, AMT_PRD_USED, 128, .0444, 136967
1623397, LBS_PRD_USED, 5.3187, 5.3187, 136946
1623397, AMT_PRD_USED, 512, .4695, 136946
4196439, LBS_PRD_USED, .0128, .0128, 291473
4196439, AMT_PRD_USED, 4, .1837, 291473
4189576, LBS_PRD_USED, .0551, .0551, 290600
4189576, AMT_PRD_USED, 8, .8823, 290600
4189601, LBS_PRD_USED, .0049, .0049, 290603
4189601, AMT_PRD_USED, 12, .0695, 290603
4189602, LBS_PRD_USED, .0175, .0175, 290604
4189602, AMT_PRD_USED, 96, .2619, 290604
4189619, LBS_PRD_USED, .0259, .0259, 290605
4189619, AMT_PRD_USED, 64, .3704, 290605
4189700, LBS_PRD_USED, .0405, .0405, 290606
4189700, AMT_PRD_USED, 100, .5788, 290606
4189732, LBS_PRD_USED, .009, .009, 290611
4189732, AMT_PRD_USED, 72, .1446, 290611
4196274, LBS_PRD_USED, .0018, .0018, 291464
4196274, AMT_PRD_USED, .6762, .0291, 291464
4193154, LBS_PRD_USED, .0162, .0162, 291012
4193154, AMT_PRD_USED, 40, .2315, 291012
4193167, LBS_PRD_USED, .0294, .0294, 291017
4193167, AMT_PRD_USED, 64, .4702, 291017
4193176, LBS_PRD_USED, .0294, .0294, 291020
4193176, AMT_PRD_USED, 64, .4702, 291020
4193217, LBS_PRD_USED, .0603, .0603, 291030
4193217, AMT_PRD_USED, 6, .9642, 291030
4193284, LBS_PRD_USED, .0641, .0641, 291035
4193284, AMT_PRD_USED, 2, .0072, 291035
4193311, LBS_PRD_USED, .0049, .0049, 291036
4193311, AMT_PRD_USED, 12, .0695, 291036
4193320, LBS_PRD_USED, .0049, .0049, 291037
4193320, AMT_PRD_USED, 12, .0695, 291037
4193321, LBS_PRD_USED, .0087, .0087, 291038
4193321, AMT_PRD_USED, 6, .1314, 291038
4193322, LBS_PRD_USED, .0024, .0024, 291039
4193322, AMT_PRD_USED, 48, .0347, 291039
4193409, LBS_PRD_USED, .0018, .0018, 291043
4193409, AMT_PRD_USED, .6762, .0291, 291043
4196287, LBS_PRD_USED, .0077, .0077, 291466
4196287, AMT_PRD_USED, 9, .1102, 291466
